0,/p/rings.01.start
29.9514,/p/rings.02.fade
30.5856,/p/rings.03.march1
50.3695,/p/rings.04.hey1
71.4382,/p/rings.05.circles
79.1028,/p/rings.06.squares
81.6558,/p/rings.19.chorus1.start
84.2095,/p/rings.07.chorus.beat
86.7643,/p/rings.07.chorus.beat
89.3191,/p/rings.07.chorus.beat
91.8556,/p/rings.07.chorus.beat
94.4102,/p/rings.07.chorus.beat
96.9932,/p/rings.07.chorus.beat
99.5341,/p/rings.07.chorus.beat
101.432,/p/rings.08.hey2
102.092,/p/rings.07.chorus.beat
104.619,/p/rings.07.chorus.beat
107.183,/p/rings.07.chorus.beat
109.737,/p/rings.07.chorus.beat
112.291,/p/rings.07.chorus.beat
114.861,/p/rings.07.chorus.beat
117.395,/p/rings.07.chorus.beat
119.946,/p/rings.07.chorus.beat
121.857,/p/rings.09.hey3
122.511,/p/rings.20.chorus1.end
132.713,/p/rings.10.verse2.2
135.914,/p/rings.11.verse2.2.2
142.925,/p/rings.12.blackblocks
153.144,/p/rings.13.chorus2
155.694,/p/rings.07.chorus.beat
158.262,/p/rings.07.chorus.beat
160.815,/p/rings.07.chorus.beat
162.069,/p/rings.08.hey2
163.361,/p/rings.07.chorus.beat
165.937,/p/rings.07.chorus.beat
168.465,/p/rings.07.chorus.beat
171.006,/p/rings.07.chorus.beat
172.295,/p/rings.14.hey4
173.58,/p/rings.07.chorus.beat
176.113,/p/rings.07.chorus.beat
178.667,/p/rings.07.chorus.beat
181.223,/p/rings.07.chorus.beat
183.788,/p/rings.07.chorus.beat
186.328,/p/rings.07.chorus.beat
188.887,/p/rings.07.chorus.beat
191.453,/p/rings.07.chorus.beat
193.316,/p/rings.15.hey5
194.006,/p/rings.21.chorus2.end
229.766,/p/rings.16.snare
230.692,/p/rings.16.snare
231.328,/p/rings.16.snare
231.805,/p/rings.16.snare
234.844,/p/rings.16.snare
235.819,/p/rings.16.snare
236.452,/p/rings.16.snare
236.937,/p/rings.16.snare
237.55,/p/rings.16.snare
238.195,/p/rings.16.snare
238.83,/p/rings.16.snare
239.462,/p/rings.16.snare
239.953,/p/rings.16.snare
240.9,/p/rings.16.snare
241.535,/p/rings.16.snare
242.015,/p/rings.16.snare
245.077,/p/rings.16.snare
246.03,/p/rings.16.snare
246.657,/p/rings.16.snare
247.148,/p/rings.16.snare
247.6,/p/rings.17.roll
247.78,/p/rings.16.snare
248.419,/p/rings.16.snare
249.043,/p/rings.16.snare
249.679,/p/rings.16.snare
250.182,/p/rings.16.snare
250.819,/p/rings.17.roll
251.139,/p/rings.16.snare
251.749,/p/rings.16.snare
252.244,/p/rings.16.snare
256.543,/p/rings.16.snare
256.708,/p/rings.16.snare
256.869,/p/rings.16.snare
257.029,/p/rings.16.snare
257.188,/p/rings.16.snare
257.513,/p/rings.16.snare
257.833,/p/rings.16.snare
258.322,/p/rings.16.snare
259.318,/p/rings.16.snare
259.43,/p/rings.16.snare
259.597,/p/rings.16.snare
259.755,/p/rings.16.snare
260.238,/p/rings.16.snare
260.396,/p/rings.16.snare
260.56,/p/rings.16.snare
260.714,/p/rings.16.snare
261.717,/p/rings.16.snare
261.843,/p/rings.16.snare
262.106,/p/rings.16.snare
262.137,/p/rings.16.snare
262.3,/p/rings.16.snare
262.607,/p/rings.16.snare
262.958,/p/rings.16.snare
263.514,/p/rings.16.snare
264.229,/p/rings.17.roll
266.783,/p/rings.16.snare
266.937,/p/rings.16.snare
267.104,/p/rings.16.snare
267.269,/p/rings.16.snare
267.389,/p/rings.16.snare
267.763,/p/rings.16.snare
268.04,/p/rings.16.snare
268.541,/p/rings.16.snare
269.343,/p/rings.16.snare
269.653,/p/rings.16.snare
269.974,/p/rings.16.snare
270.149,/p/rings.16.snare
270.439,/p/rings.16.snare
270.597,/p/rings.16.snare
270.928,/p/rings.16.snare
271.066,/p/rings.16.snare
271.413,/p/rings.16.snare
271.589,/p/rings.16.snare
271.701,/p/rings.16.snare
272.374,/p/rings.16.snare
272.514,/p/rings.16.snare
272.689,/p/rings.16.snare
272.822,/p/rings.16.snare
272.994,/p/rings.16.snare
273.135,/p/rings.16.snare
273.486,/p/rings.16.snare
273.877,/p/rings.16.snare
273.936,/p/rings.16.snare
274.098,/p/rings.16.snare
274.428,/p/rings.16.snare
274.569,/p/rings.16.snare
274.745,/p/rings.16.snare
274.924,/p/rings.16.snare
275.064,/p/rings.16.snare
275.379,/p/rings.16.snare
275.591,/p/rings.16.snare
275.716,/p/rings.16.snare
275.86,/p/rings.16.snare
276.032,/p/rings.16.snare
276.977,/p/rings.17.roll
280.801,/p/rings.16.snare
281.022,/p/rings.16.snare
281.277,/p/rings.16.snare
281.445,/p/rings.16.snare
281.645,/p/rings.16.snare
281.872,/p/rings.16.snare
282.098,/p/rings.16.snare
282.416,/p/rings.16.snare
282.736,/p/rings.16.snare
282.884,/p/rings.16.snare
283.029,/p/rings.16.snare
283.201,/p/rings.16.snare
283.378,/p/rings.22.chorus4.start
283.596,/p/rings.07.chorus.beat
286.144,/p/rings.07.chorus.beat
288.452,/p/rings.07.chorus.beat
291.039,/p/rings.07.chorus.beat
293.569,/p/rings.07.chorus.beat
296.132,/p/rings.07.chorus.beat
298.678,/p/rings.07.chorus.beat
301.256,/p/rings.07.chorus.beat
303.803,/p/rings.07.chorus.beat
306.327,/p/rings.07.chorus.beat
308.926,/p/rings.07.chorus.beat
311.473,/p/rings.07.chorus.beat
314.019,/p/rings.07.chorus.beat
316.541,/p/rings.07.chorus.beat
319.097,/p/rings.07.chorus.beat
